,category,variable,value,year
1835,Engineering and engineering trades,points_r1_2020,509.0,2020
1836,Architecture and construction,points_r1_2020,403.0,2020
1837,Engineering and engineering trades,points_r1_2020,502.0,2020
1838,Engineering and engineering trades,points_r1_2020,405.0,2020
1839,Health,points_r1_2020,728.0,2020
1840,Health,points_r1_2020,555.0,2020
1841,Health,points_r1_2020,543.0,2020
1842,Health,points_r1_2020,443.0,2020
1843,Health,points_r1_2020,476.0,2020
1844,Health,points_r1_2020,440.0,2020
1845,Health,points_r1_2020,495.0,2020
1846,Languages,points_r1_2020,409.0,2020
1847,Arts,points_r1_2020,321.0,2020
1848,Social and behavioural sciences,points_r1_2020,350.0,2020
1849,Social and behavioural sciences,points_r1_2020,356.0,2020
1850,Information and Communication Technologies (ICTs),points_r1_2020,454.0,2020
1851,Languages,points_r1_2020,391.0,2020
1852,Humanities (except languages),points_r1_2020,360.0,2020
1853,Business and administration,points_r1_2020,203.0,2020
1854,Business and administration,points_r1_2020,294.0,2020
1855,,points_r1_2020,,2020
1856,Arts,points_r1_2020,740.0,2020
1857,Arts,points_r1_2020,880.0,2020
1858,Education,points_r1_2020,942.0,2020
1859,Business and administration,points_r1_2020,262.0,2020
1860,Law,points_r1_2020,307.0,2020
1861,Business and administration,points_r1_2020,300.0,2020
1862,Business and administration,points_r1_2020,298.0,2020
1863,Business and administration,points_r1_2020,234.0,2020
1864,Information and Communication Technologies (ICTs),points_r1_2020,272.0,2020
1865,Information and Communication Technologies (ICTs),points_r1_2020,225.0,2020
1866,Information and Communication Technologies (ICTs),points_r1_2020,262.0,2020
1867,Information and Communication Technologies (ICTs),points_r1_2020,307.0,2020
1868,Architecture and construction,points_r1_2020,255.0,2020
1869,Architecture and construction,points_r1_2020,282.0,2020
1870,Architecture and construction,points_r1_2020,294.0,2020
1871,Architecture and construction,points_r1_2020,288.0,2020
1872,Architecture and construction,points_r1_2020,270.0,2020
1873,Health,points_r1_2020,294.0,2020
1874,Physical sciences,points_r1_2020,413.0,2020
1875,Environment,points_r1_2020,262.0,2020
1876,Engineering and engineering trades,points_r1_2020,298.0,2020
1877,Engineering and engineering trades,points_r1_2020,347.0,2020
1878,Engineering and engineering trades,points_r1_2020,291.0,2020
1879,Welfare,points_r1_2020,367.0,2020
1880,Personal services,points_r1_2020,307.0,2020
1881,Personal services,points_r1_2020,279.0,2020
1882,Business and administration,points_r1_2020,252.0,2020
1883,Social and behavioural sciences,points_r1_2020,235.0,2020
1884,Business and administration,points_r1_2020,346.0,2020
1885,Information and Communication Technologies (ICTs),points_r1_2020,297.0,2020
1886,Arts,points_r1_2020,350.0,2020
1887,Biological and related sciences,points_r1_2020,413.0,2020
1888,Arts,points_r1_2020,309.0,2020
1889,Arts,points_r1_2020,325.0,2020
1890,Engineering and engineering trades,points_r1_2020,318.0,2020
1891,Engineering and engineering trades,points_r1_2020,317.0,2020
1892,Engineering and engineering trades,points_r1_2020,318.0,2020
1893,Transport services,points_r1_2020,303.0,2020
1894,Personal services,points_r1_2020,236.0,2020
1895,Welfare,points_r1_2020,236.0,2020
1896,Welfare,points_r1_2020,225.0,2020
1897,Environment,points_r1_2020,279.0,2020
1898,Business and administration,points_r1_2020,274.0,2020
1899,Information and Communication Technologies (ICTs),points_r1_2020,270.0,2020
1900,Personal services,points_r1_2020,298.0,2020
1901,Information and Communication Technologies (ICTs),points_r1_2020,852.0,2020
1902,Information and Communication Technologies (ICTs),points_r1_2020,234.0,2020
1903,Information and Communication Technologies (ICTs),points_r1_2020,808.0,2020
1904,Welfare,points_r1_2020,320.0,2020
1905,Welfare,points_r1_2020,297.0,2020
1906,Information and Communication Technologies (ICTs),points_r1_2020,236.0,2020
1907,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2020,297.0,2020
1908,Welfare,points_r1_2020,242.0,2020
1909,,points_r1_2020,,2020
1910,Humanities (except languages),points_r1_2020,348.0,2020
1911,,points_r1_2020,,2020
1912,Law,points_r1_2020,465.0,2020
1913,Arts,points_r1_2020,303.0,2020
1914,Law,points_r1_2020,418.0,2020
1915,Law,points_r1_2020,490.0,2020
1916,Social and behavioural sciences,points_r1_2020,500.0,2020
1917,Journalism and information,points_r1_2020,402.0,2020
1918,Humanities (except languages),points_r1_2020,369.0,2020
1919,Languages,points_r1_2020,442.0,2020
1920,Business and administration,points_r1_2020,431.0,2020
1921,Business and administration,points_r1_2020,528.0,2020
1922,Mathematics and statistics,points_r1_2020,403.0,2020
1923,Information and Communication Technologies (ICTs),points_r1_2020,379.0,2020
1924,,points_r1_2020,,2020
1925,Manufacturing and processing,points_r1_2020,421.0,2020
1926,Manufacturing and processing,points_r1_2020,408.0,2020
1927,Engineering and engineering trades,points_r1_2020,520.0,2020
1928,Manufacturing and processing,points_r1_2020,398.0,2020
1929,Personal services,points_r1_2020,474.0,2020
1930,Education,points_r1_2020,532.0,2020
1931,Education,points_r1_2020,517.0,2020
1932,Education,points_r1_2020,507.0,2020
1933,Biological and related sciences,points_r1_2020,339.0,2020
1934,Education,points_r1_2020,440.0,2020
1935,Education,points_r1_2020,367.0,2020
1936,Education,points_r1_2020,405.0,2020
1937,Mathematics and statistics,points_r1_2020,402.0,2020
1938,Architecture and construction,points_r1_2020,498.0,2020
1939,Health,points_r1_2020,589.0,2020
1940,Health,points_r1_2020,55.0,2020
1941,Social and behavioural sciences,points_r1_2020,509.0,2020
1942,Health,points_r1_2020,392.0,2020
1943,,points_r1_2020,,2020
1944,Physical sciences,points_r1_2020,454.0,2020
1945,Engineering and engineering trades,points_r1_2020,476.0,2020
1946,Engineering and engineering trades,points_r1_2020,403.0,2020
1947,Information and Communication Technologies (ICTs),points_r1_2020,351.0,2020
1948,Information and Communication Technologies (ICTs),points_r1_2020,327.0,2020
1949,Biological and related sciences,points_r1_2020,441.0,2020
1950,Mathematics and statistics,points_r1_2020,437.0,2020
1951,Physical sciences,points_r1_2020,404.0,2020
1952,Health,points_r1_2020,475.0,2020
1953,Health,points_r1_2020,419.0,2020
1954,Health,points_r1_2020,420.0,2020
1955,Health,points_r1_2020,469.0,2020
1956,Business and administration,points_r1_2020,309.0,2020
1957,Business and administration,points_r1_2020,290.0,2020
1958,,points_r1_2020,,2020
1959,Law,points_r1_2020,300.0,2020
1960,Personal services,points_r1_2020,300.0,2020
1961,Arts,points_r1_2020,320.0,2020
1962,Architecture and construction,points_r1_2020,276.0,2020
1963,Architecture and construction,points_r1_2020,301.0,2020
1964,Architecture and construction,points_r1_2020,271.0,2020
1965,,points_r1_2020,,2020
1966,Engineering and engineering trades,points_r1_2020,300.0,2020
1967,Engineering and engineering trades,points_r1_2020,312.0,2020
1968,Information and Communication Technologies (ICTs),points_r1_2020,306.0,2020
1969,Information and Communication Technologies (ICTs),points_r1_2020,317.0,2020
1970,Biological and related sciences,points_r1_2020,303.0,2020
1971,Agriculture,points_r1_2020,307.0,2020
1972,Health,points_r1_2020,400.0,2020
1973,Health,points_r1_2020,357.0,2020
1974,Health,points_r1_2020,326.0,2020
1975,Welfare,points_r1_2020,303.0,2020
1976,Health,points_r1_2020,280.0,2020
1977,,points_r1_2020,,2020
1978,Education,points_r1_2020,507.0,2020
1979,Education,points_r1_2020,,2020
1980,,points_r1_2020,,2020
1981,Humanities (except languages),points_r1_2020,318.0,2020
1982,Arts,points_r1_2020,,2020
1983,Social and behavioural sciences,points_r1_2020,521.0,2020
1984,Social and behavioural sciences,points_r1_2020,346.0,2020
1985,Arts,points_r1_2020,316.0,2020
1986,Welfare,points_r1_2020,,2020
1987,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",points_r1_2020,360.0,2020
1988,Biological and related sciences,points_r1_2020,455.0,2020
1989,Biological and related sciences,points_r1_2020,430.0,2020
1990,Physical sciences,points_r1_2020,422.0,2020
1991,Mathematics and statistics,points_r1_2020,510.0,2020
1992,Information and Communication Technologies (ICTs),points_r1_2020,445.0,2020
1993,Biological and related sciences,points_r1_2020,498.0,2020
1994,Social and behavioural sciences,points_r1_2020,498.0,2020
1995,Physical sciences,points_r1_2020,487.0,2020
1996,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",points_r1_2020,422.0,2020
1997,Engineering and engineering trades,points_r1_2020,333.0,2020
1998,Engineering and engineering trades,points_r1_2020,357.0,2020
1999,Engineering and engineering trades,points_r1_2020,361.0,2020
2000,Business and administration,points_r1_2020,357.0,2020
2001,Business and administration,points_r1_2020,476.0,2020
2002,Business and administration,points_r1_2020,422.0,2020
2003,Business and administration,points_r1_2020,430.0,2020
2004,Business and administration,points_r1_2020,420.0,2020
2005,Business and administration,points_r1_2020,371.0,2020
2006,Law,points_r1_2020,473.0,2020
2007,Law,points_r1_2020,451.0,2020
2008,Information and Communication Technologies (ICTs),points_r1_2020,352.0,2020
2009,Information and Communication Technologies (ICTs),points_r1_2020,351.0,2020
2010,Information and Communication Technologies (ICTs),points_r1_2020,532.0,2020
2011,Education,points_r1_2020,327.0,2020
2012,Welfare,points_r1_2020,,2020
2013,Social and behavioural sciences,points_r1_2020,,2020
2014,Business and administration,points_r1_2020,357.0,2020
2015,Arts,points_r1_2020,375.0,2020
2016,Arts,points_r1_2020,300.0,2020
2017,Education,points_r1_2020,577.0,2020
2018,Education,points_r1_2020,495.0,2020
2019,Education,points_r1_2020,456.0,2020
2020,Education,points_r1_2020,357.0,2020
2021,Education,points_r1_2020,588.0,2020
2022,Education,points_r1_2020,402.0,2020
2023,Education,points_r1_2020,368.0,2020
2024,Education,points_r1_2020,409.0,2020
2025,Education,points_r1_2020,401.0,2020
2026,Education,points_r1_2020,444.0,2020
2027,Education,points_r1_2020,434.0,2020
2028,Interdisciplinary programmes and qualifications involving arts and humanities,points_r1_2020,290.0,2020
2029,Interdisciplinary programmes and qualifications involving arts and humanities,points_r1_2020,440.0,2020
2030,Information and Communication Technologies (ICTs),points_r1_2020,260.0,2020
2031,Business and administration,points_r1_2020,300.0,2020
2032,Business and administration,points_r1_2020,300.0,2020
2033,Social and behavioural sciences,points_r1_2020,400.0,2020
2034,Business and administration,points_r1_2020,280.0,2020
2035,Business and administration,points_r1_2020,337.0,2020
2036,Information and Communication Technologies (ICTs),points_r1_2020,261.0,2020
2037,,points_r1_2020,,2020
2038,,points_r1_2020,,2020
2039,Education,points_r1_2020,220.0,2020
2040,,points_r1_2020,,2020
2041,Social and behavioural sciences,points_r1_2020,253.0,2020
2042,Humanities (except languages),points_r1_2020,252.0,2020
2043,Humanities (except languages),points_r1_2020,255.0,2020
2044,Health,points_r1_2020,733.0,2020
2045,Health,points_r1_2020,566.0,2020
2046,Health,points_r1_2020,579.0,2020
2047,Health,points_r1_2020,,2020
2048,Business and administration,points_r1_2020,261.0,2020
2049,,points_r1_2020,,2020
2050,Business and administration,points_r1_2020,309.0,2020
2051,Personal services,points_r1_2020,307.0,2020
2052,Personal services,points_r1_2020,269.0,2020
2053,,points_r1_2020,,2020
2054,Arts,points_r1_2020,328.0,2020
2055,Welfare,points_r1_2020,279.0,2020
2056,Welfare,points_r1_2020,301.0,2020
2057,Arts,points_r1_2020,505.0,2020
2058,Arts,points_r1_2020,282.0,2020
2059,Information and Communication Technologies (ICTs),points_r1_2020,290.0,2020
2060,Social and behavioural sciences,points_r1_2020,309.0,2020
2061,Social and behavioural sciences,points_r1_2020,281.0,2020
2062,Languages,points_r1_2020,297.0,2020
2063,Information and Communication Technologies (ICTs),points_r1_2020,307.0,2020
2064,Information and Communication Technologies (ICTs),points_r1_2020,324.0,2020
2065,Languages,points_r1_2020,225.0,2020
2066,,points_r1_2020,,2020
2067,,points_r1_2020,,2020
2068,Architecture and construction,points_r1_2020,415.0,2020
2069,Architecture and construction,points_r1_2020,311.0,2020
2070,,points_r1_2020,,2020
2071,Architecture and construction,points_r1_2020,291.0,2020
2072,Architecture and construction,points_r1_2020,360.0,2020
2073,Architecture and construction,points_r1_2020,316.0,2020
2074,,points_r1_2020,,2020
2075,,points_r1_2020,,2020
2076,Hygiene and occupational health services,points_r1_2020,290.0,2020
2077,Health,points_r1_2020,356.0,2020
2078,Biological and related sciences,points_r1_2020,338.0,2020
2079,Physical sciences,points_r1_2020,311.0,2020
2080,Health,points_r1_2020,328.0,2020
2081,Biological and related sciences,points_r1_2020,306.0,2020
2082,Health,points_r1_2020,341.0,2020
2083,Environment,points_r1_2020,300.0,2020
2084,Business and administration,points_r1_2020,279.0,2020
2085,Business and administration,points_r1_2020,270.0,2020
2086,Information and Communication Technologies (ICTs),points_r1_2020,412.0,2020
2087,Information and Communication Technologies (ICTs),points_r1_2020,327.0,2020
2088,,points_r1_2020,,2020
2089,,points_r1_2020,,2020
2090,,points_r1_2020,,2020
2091,,points_r1_2020,,2020
2092,,points_r1_2020,,2020
2093,,points_r1_2020,,2020
2094,,points_r1_2020,,2020
2095,,points_r1_2020,,2020
2096,,points_r1_2020,,2020
2097,,points_r1_2020,,2020
2098,,points_r1_2020,,2020
2099,,points_r1_2020,,2020
2100,,points_r1_2020,,2020
2101,,points_r1_2020,,2020
2102,,points_r1_2020,,2020
2103,,points_r1_2020,,2020
2104,,points_r1_2020,,2020
2105,,points_r1_2020,,2020
2106,,points_r1_2020,,2020
2107,,points_r1_2020,,2020
2108,,points_r1_2020,,2020
2109,,points_r1_2020,,2020
2110,,points_r1_2020,,2020
2111,,points_r1_2020,,2020
2112,,points_r1_2020,,2020
2113,,points_r1_2020,,2020
2114,,points_r1_2020,,2020
2115,Arts,points_r1_2020,281.0,2020
2116,Arts,points_r1_2020,325.0,2020
2117,Information and Communication Technologies (ICTs),points_r1_2020,310.0,2020
2118,Information and Communication Technologies (ICTs),points_r1_2020,358.0,2020
2119,Information and Communication Technologies (ICTs),points_r1_2020,308.0,2020
2120,Personal services,points_r1_2020,299.0,2020
2121,Business and administration,points_r1_2020,306.0,2020
2122,,points_r1_2020,,2020
2123,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2020,300.0,2020
2124,Architecture and construction,points_r1_2020,325.0,2020
2125,Manufacturing and processing,points_r1_2020,302.0,2020
2126,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2020,308.0,2020
2127,Environment,points_r1_2020,309.0,2020
2128,Health,points_r1_2020,317.0,2020
2129,Veterinary,points_r1_2020,308.0,2020
2130,Personal services,points_r1_2020,300.0,2020
2131,Personal services,points_r1_2020,309.0,2020
2132,Personal services,points_r1_2020,289.0,2020
2133,,points_r1_2020,,2020
2134,Welfare,points_r1_2020,307.0,2020
2135,Welfare,points_r1_2020,308.0,2020
2136,Welfare,points_r1_2020,,2020
2137,Health,points_r1_2020,440.0,2020
2138,Health,points_r1_2020,389.0,2020
2139,,points_r1_2020,,2020
2140,,points_r1_2020,,2020
2141,Arts,points_r1_2020,435.0,2020
2142,Humanities (except languages),points_r1_2020,497.0,2020
2143,Law,points_r1_2020,566.0,2020
2144,Humanities (except languages),points_r1_2020,442.0,2020
2145,Social and behavioural sciences,points_r1_2020,567.0,2020
2146,Health,points_r1_2020,529.0,2020
2147,Education,points_r1_2020,420.0,2020
2148,Social and behavioural sciences,points_r1_2020,589.0,2020
2149,Languages,points_r1_2020,340.0,2020
2150,Law,points_r1_2020,565.0,2020
2151,Law,points_r1_2020,543.0,2020
2152,Humanities (except languages),points_r1_2020,370.0,2020
2153,Languages,points_r1_2020,398.0,2020
2154,Languages,points_r1_2020,487.0,2020
2155,Humanities (except languages),points_r1_2020,544.0,2020
2156,Arts,points_r1_2020,564.0,2020
2157,Humanities (except languages),points_r1_2020,342.0,2020
2158,Mathematics and statistics,points_r1_2020,531.0,2020
2159,Engineering and engineering trades,points_r1_2020,510.0,2020
2160,Information and Communication Technologies (ICTs),points_r1_2020,509.0,2020
2161,Business and administration,points_r1_2020,613.0,2020
2162,Physical sciences,points_r1_2020,543.0,2020
2163,Engineering and engineering trades,points_r1_2020,532.0,2020
2164,Information and Communication Technologies (ICTs),points_r1_2020,454.0,2020
2165,Languages,points_r1_2020,466.0,2020
2166,Humanities (except languages),points_r1_2020,368.0,2020
2167,Arts,points_r1_2020,489.0,2020
2168,Humanities (except languages),points_r1_2020,393.0,2020
2169,Health,points_r1_2020,735.0,2020
2170,Health,points_r1_2020,613.0,2020
2171,Health,points_r1_2020,566.0,2020
2172,Health,points_r1_2020,533.0,2020
2173,Health,points_r1_2020,543.0,2020
2174,Health,points_r1_2020,565.0,2020
2175,Biological and related sciences,points_r1_2020,543.0,2020
2176,Physical sciences,points_r1_2020,517.0,2020
2177,Physical sciences,points_r1_2020,473.0,2020
2178,Physical sciences,points_r1_2020,498.0,2020
2179,,points_r1_2020,,2020
2180,Health,points_r1_2020,590.0,2020
2181,Business and administration,points_r1_2020,589.0,2020
2182,Social and behavioural sciences,points_r1_2020,543.0,2020
2183,Welfare,points_r1_2020,462.0,2020
2184,Business and administration,points_r1_2020,540.0,2020
2185,Business and administration,points_r1_2020,509.0,2020
2186,Business and administration,points_r1_2020,474.0,2020
2187,Business and administration,points_r1_2020,444.0,2020
2188,Business and administration,points_r1_2020,531.0,2020
2189,Health,points_r1_2020,429.0,2020
2190,Health,points_r1_2020,430.0,2020
2191,Health,points_r1_2020,408.0,2020
2192,Health,points_r1_2020,396.0,2020
2193,Health,points_r1_2020,511.0,2020
2194,Health,points_r1_2020,478.0,2020
2195,Humanities (except languages),points_r1_2020,555.0,2020
2196,Law,points_r1_2020,602.0,2020
2197,Law,points_r1_2020,602.0,2020
2198,Social and behavioural sciences,points_r1_2020,526.0,2020
2199,Business and administration,points_r1_2020,555.0,2020
2200,Social and behavioural sciences,points_r1_2020,498.0,2020
2201,Arts,points_r1_2020,352.0,2020
2202,Arts,points_r1_2020,529.0,2020
2203,Arts,points_r1_2020,337.0,2020
2204,Arts,points_r1_2020,337.0,2020
2205,Arts,points_r1_2020,342.0,2020
2206,Arts,points_r1_2020,498.0,2020
2207,Arts,points_r1_2020,335.0,2020
2208,Arts,points_r1_2020,335.0,2020
2209,Arts,points_r1_2020,499.0,2020
2210,Arts,points_r1_2020,534.0,2020
2211,Arts,points_r1_2020,534.0,2020
2212,Arts,points_r1_2020,566.0,2020
2213,Arts,points_r1_2020,534.0,2020
2214,Arts,points_r1_2020,534.0,2020
2215,Arts,points_r1_2020,534.0,2020
2216,Interdisciplinary programmes and qualifications involving arts and humanities,points_r1_2020,498.0,2020
2217,Interdisciplinary programmes and qualifications involving arts and humanities,points_r1_2020,349.0,2020
2218,Interdisciplinary programmes and qualifications involving arts and humanities,points_r1_2020,349.0,2020
2219,Arts,points_r1_2020,349.0,2020
2220,Arts,points_r1_2020,529.0,2020
2221,Arts,points_r1_2020,498.0,2020
2222,Arts,points_r1_2020,499.0,2020
2223,Arts,points_r1_2020,498.0,2020
2224,Arts,points_r1_2020,,2020
2225,Arts,points_r1_2020,498.0,2020
2226,Arts,points_r1_2020,,2020
2227,Arts,points_r1_2020,521.0,2020
2228,Arts,points_r1_2020,521.0,2020
2229,Arts,points_r1_2020,529.0,2020
2230,Arts,points_r1_2020,,2020
2231,Arts,points_r1_2020,521.0,2020
2232,Arts,points_r1_2020,529.0,2020
2233,Arts,points_r1_2020,352.0,2020
2234,Arts,points_r1_2020,498.0,2020
2235,Arts,points_r1_2020,529.0,2020
2236,Arts,points_r1_2020,529.0,2020
2237,Arts,points_r1_2020,529.0,2020
2238,Arts,points_r1_2020,529.0,2020
2239,Arts,points_r1_2020,529.0,2020
2240,Arts,points_r1_2020,334.0,2020
2241,Arts,points_r1_2020,499.0,2020
2242,Arts,points_r1_2020,337.0,2020
2243,Arts,points_r1_2020,335.0,2020
2244,Arts,points_r1_2020,529.0,2020
2245,Arts,points_r1_2020,335.0,2020
2246,Arts,points_r1_2020,,2020
2247,Arts,points_r1_2020,342.0,2020
2248,Arts,points_r1_2020,566.0,2020
2249,Arts,points_r1_2020,566.0,2020
2250,Arts,points_r1_2020,566.0,2020
2251,Arts,points_r1_2020,499.0,2020
2252,Arts,points_r1_2020,,2020
2253,Arts,points_r1_2020,388.0,2020
2254,Arts,points_r1_2020,388.0,2020
2255,Arts,points_r1_2020,499.0,2020
2256,Arts,points_r1_2020,499.0,2020
2257,Arts,points_r1_2020,342.0,2020
2258,Arts,points_r1_2020,498.0,2020
2259,Arts,points_r1_2020,342.0,2020
2260,Arts,points_r1_2020,,2020
2261,Arts,points_r1_2020,403.0,2020
2262,Arts,points_r1_2020,389.0,2020
2263,Arts,points_r1_2020,368.0,2020
2264,Arts,points_r1_2020,381.0,2020
2265,Arts,points_r1_2020,332.0,2020
2266,Arts,points_r1_2020,336.0,2020
2267,Arts,points_r1_2020,,2020
2268,Arts,points_r1_2020,498.0,2020
2269,Engineering and engineering trades,points_r1_2020,235.0,2020
2270,Engineering and engineering trades,points_r1_2020,317.0,2020
2271,Engineering and engineering trades,points_r1_2020,271.0,2020
2272,Engineering and engineering trades,points_r1_2020,402.0,2020
2273,Engineering and engineering trades,points_r1_2020,276.0,2020
2274,Engineering and engineering trades,points_r1_2020,270.0,2020
2275,Arts,points_r1_2020,411.0,2020
2276,Manufacturing and processing,points_r1_2020,270.0,2020
2277,Transport services,points_r1_2020,285.0,2020
2278,,points_r1_2020,,2020
2279,,points_r1_2020,,2020
2280,Architecture and construction,points_r1_2020,410.0,2020
2281,Architecture and construction,points_r1_2020,622.0,2020
2282,Architecture and construction,points_r1_2020,367.0,2020
2283,Architecture and construction,points_r1_2020,288.0,2020
2284,Architecture and construction,points_r1_2020,313.0,2020
2285,Architecture and construction,points_r1_2020,401.0,2020
2286,Architecture and construction,points_r1_2020,385.0,2020
2287,,points_r1_2020,,2020
2288,Environment,points_r1_2020,349.0,2020
2289,Physical sciences,points_r1_2020,476.0,2020
2290,Biological and related sciences,points_r1_2020,476.0,2020
2291,Physical sciences,points_r1_2020,331.0,2020
2292,Information and Communication Technologies (ICTs),points_r1_2020,476.0,2020
2293,Information and Communication Technologies (ICTs),points_r1_2020,391.0,2020
2294,Information and Communication Technologies (ICTs),points_r1_2020,377.0,2020
2295,Information and Communication Technologies (ICTs),points_r1_2020,217.0,2020
2296,Information and Communication Technologies (ICTs),points_r1_2020,260.0,2020
2297,Information and Communication Technologies (ICTs),points_r1_2020,308.0,2020
2298,Information and Communication Technologies (ICTs),points_r1_2020,226.0,2020
2299,Information and Communication Technologies (ICTs),points_r1_2020,280.0,2020
2300,Biological and related sciences,points_r1_2020,400.0,2020
2301,Information and Communication Technologies (ICTs),points_r1_2020,226.0,2020
2302,Health,points_r1_2020,487.0,2020
2303,Health,points_r1_2020,524.0,2020
2304,Health,points_r1_2020,510.0,2020
2305,Hygiene and occupational health services,points_r1_2020,336.0,2020
2306,Health,points_r1_2020,578.0,2020
2307,Health,points_r1_2020,509.0,2020
2308,Biological and related sciences,points_r1_2020,491.0,2020
2309,Mathematics and statistics,points_r1_2020,341.0,2020
2310,Biological and related sciences,points_r1_2020,400.0,2020
2311,Biological and related sciences,points_r1_2020,377.0,2020
2312,Physical sciences,points_r1_2020,308.0,2020
2313,Physical sciences,points_r1_2020,337.0,2020
2314,Health,points_r1_2020,351.0,2020
2315,Physical sciences,points_r1_2020,578.0,2020
2316,Manufacturing and processing,points_r1_2020,318.0,2020
2317,Biological and related sciences,points_r1_2020,397.0,2020
2318,Business and administration,points_r1_2020,271.0,2020
2319,Business and administration,points_r1_2020,463.0,2020
2320,Business and administration,points_r1_2020,462.0,2020
2321,Social and behavioural sciences,points_r1_2020,465.0,2020
2322,Business and administration,points_r1_2020,395.0,2020
2323,Business and administration,points_r1_2020,300.0,2020
2324,Business and administration,points_r1_2020,444.0,2020
2325,Information and Communication Technologies (ICTs),points_r1_2020,330.0,2020
2326,Information and Communication Technologies (ICTs),points_r1_2020,324.0,2020
2327,Law,points_r1_2020,342.0,2020
2328,Law,points_r1_2020,451.0,2020
2329,Business and administration,points_r1_2020,228.0,2020
2330,Business and administration,points_r1_2020,270.0,2020
2331,Business and administration,points_r1_2020,212.0,2020
2332,Business and administration,points_r1_2020,418.0,2020
2333,Business and administration,points_r1_2020,307.0,2020
2334,Business and administration,points_r1_2020,301.0,2020
2335,,points_r1_2020,,2020
2336,,points_r1_2020,,2020
2337,Personal services,points_r1_2020,300.0,2020
2338,Biological and related sciences,points_r1_2020,410.0,2020
2339,Personal services,points_r1_2020,249.0,2020
2340,Personal services,points_r1_2020,212.0,2020
2341,Personal services,points_r1_2020,278.0,2020
2342,Personal services,points_r1_2020,316.0,2020
2343,Personal services,points_r1_2020,184.0,2020
2344,Personal services,points_r1_2020,300.0,2020
2345,Personal services,points_r1_2020,290.0,2020
2346,Personal services,points_r1_2020,356.0,2020
2347,Personal services,points_r1_2020,217.0,2020
2348,Arts,points_r1_2020,608.0,2020
2349,Arts,points_r1_2020,379.0,2020
2350,Arts,points_r1_2020,416.0,2020
2351,Business and administration,points_r1_2020,356.0,2020
2352,Arts,points_r1_2020,308.0,2020
2353,Arts,points_r1_2020,717.0,2020
2354,Arts,points_r1_2020,709.0,2020
2355,Arts,points_r1_2020,632.0,2020
2356,Arts,points_r1_2020,695.0,2020
2357,,points_r1_2020,,2020
2358,Arts,points_r1_2020,280.0,2020
2359,Arts,points_r1_2020,320.0,2020
2360,Arts,points_r1_2020,456.0,2020
2361,Information and Communication Technologies (ICTs),points_r1_2020,381.0,2020
2362,Journalism and information,points_r1_2020,322.0,2020
2363,,points_r1_2020,,2020
2364,Welfare,points_r1_2020,325.0,2020
2365,Social and behavioural sciences,points_r1_2020,251.0,2020
2366,Education,points_r1_2020,367.0,2020
2367,Social and behavioural sciences,points_r1_2020,400.0,2020
2368,Welfare,points_r1_2020,310.0,2020
2369,Engineering and engineering trades,points_r1_2020,243.0,2020
2370,Engineering and engineering trades,points_r1_2020,262.0,2020
2371,Engineering and engineering trades,points_r1_2020,260.0,2020
2372,Engineering and engineering trades,points_r1_2020,235.0,2020
2373,Engineering and engineering trades,points_r1_2020,218.0,2020
2374,Mathematics and statistics,points_r1_2020,250.0,2020
2375,Business and administration,points_r1_2020,270.0,2020
2376,Business and administration,points_r1_2020,262.0,2020
2377,Business and administration,points_r1_2020,285.0,2020
2378,Business and administration,points_r1_2020,209.0,2020
2379,Business and administration,points_r1_2020,252.0,2020
2380,Business and administration,points_r1_2020,252.0,2020
2381,Business and administration,points_r1_2020,235.0,2020
2382,Business and administration,points_r1_2020,228.0,2020
2383,Languages,points_r1_2020,366.0,2020
2384,Arts,points_r1_2020,290.0,2020
2385,Arts,points_r1_2020,281.0,2020
2386,Business and administration,points_r1_2020,289.0,2020
2387,Welfare,points_r1_2020,270.0,2020
2388,Welfare,points_r1_2020,321.0,2020
2389,Information and Communication Technologies (ICTs),points_r1_2020,260.0,2020
2390,Physical sciences,points_r1_2020,308.0,2020
2391,Health,points_r1_2020,280.0,2020
2392,Personal services,points_r1_2020,280.0,2020
2393,Engineering and engineering trades,points_r1_2020,288.0,2020
2394,Architecture and construction,points_r1_2020,269.0,2020
2395,Arts,points_r1_2020,262.0,2020
2396,Business and administration,points_r1_2020,271.0,2020
2397,Business and administration,points_r1_2020,308.0,2020
2398,Personal services,points_r1_2020,228.0,2020
2399,Health,points_r1_2020,422.0,2020
2400,Health,points_r1_2020,366.0,2020
2401,Health,points_r1_2020,377.0,2020
2402,Business and administration,points_r1_2020,290.0,2020
2403,Arts,points_r1_2020,271.0,2020
2404,Law,points_r1_2020,280.0,2020
2405,Architecture and construction,points_r1_2020,284.0,2020
2406,Physical sciences,points_r1_2020,293.0,2020
2407,Law,points_r1_2020,270.0,2020
2408,Arts,points_r1_2020,,2020
2409,Information and Communication Technologies (ICTs),points_r1_2020,255.0,2020
2410,Architecture and construction,points_r1_2020,216.0,2020
2411,Social and behavioural sciences,points_r1_2020,434.0,2020
