,category,variable,value,year
3603,Information and Communication Technologies (ICTs),points_r1_2021,270.0,2021
3604,Physical sciences,points_r1_2021,279.0,2021
3605,Health,points_r1_2021,271.0,2021
3606,Personal services,points_r1_2021,270.0,2021
3607,Engineering and engineering trades,points_r1_2021,270.0,2021
3608,Architecture and construction,points_r1_2021,262.0,2021
3609,Arts,points_r1_2021,321.0,2021
3610,Business and administration,points_r1_2021,279.0,2021
3611,Business and administration,points_r1_2021,308.0,2021
3612,Personal services,points_r1_2021,225.0,2021
3613,Health,points_r1_2021,446.0,2021
3614,Health,points_r1_2021,415.0,2021
3615,Health,points_r1_2021,390.0,2021
3616,Business and administration,points_r1_2021,267.0,2021
3617,Arts,points_r1_2021,252.0,2021
3618,Law,points_r1_2021,280.0,2021
3619,Architecture and construction,points_r1_2021,309.0,2021
3620,Physical sciences,points_r1_2021,288.0,2021
3621,Law,points_r1_2021,280.0,2021
3622,Arts,points_r1_2021,243.0,2021
3623,Information and Communication Technologies (ICTs),points_r1_2021,270.0,2021
3624,Architecture and construction,points_r1_2021,226.0,2021
3625,Social and behavioural sciences,points_r1_2021,456.0,2021
3626,Personal services,points_r1_2021,261.0,2021
3627,Welfare,points_r1_2021,276.0,2021
3628,Agriculture,points_r1_2021,377.0,2021
3629,Welfare,points_r1_2021,271.0,2021
3630,Business and administration,points_r1_2021,279.0,2021
3631,Personal services,points_r1_2021,237.0,2021
3632,Architecture and construction,points_r1_2021,279.0,2021
3633,Arts,points_r1_2021,201.0,2021
3634,Information and Communication Technologies (ICTs),points_r1_2021,260.0,2021
3635,Information and Communication Technologies (ICTs),points_r1_2021,270.0,2021
3636,Personal services,points_r1_2021,262.0,2021
3637,Engineering and engineering trades,points_r1_2021,230.0,2021
3638,,points_r1_2021,266.0,2021
3639,,points_r1_2021,261.0,2021
3640,Welfare,points_r1_2021,,2021
3641,,points_r1_2021,,2021
